"filename", "language", "Ignore", "JSON", "pip requirements", "Markdown", "Docker", "Python", "XML", "YAML", "Shell Script", "MS SQL", "HTML", "TypeScript", "PostCSS", "TypeScript JSX", "JSON with Comments", "Ini", "toml", "comment", "blank", "total"
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/hooks/useProjects.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 32, 41, 339
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/types/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 23, 17, 160
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/types/sse-events.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 93, 27, 226
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/custom-reporter.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 9, 16, 89
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/fixtures/auth-helper.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/fixtures/screenshot-helper.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 3, 14, 67
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/planning-agent.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 12, 16, 72
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/research-agent.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 12, 14, 63
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/simple-chat.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 9, 12, 52
"/Users/yanwen/Documents/github/sunnyagent/frontend/tests/e2e/sql-agent.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 11, 13, 59
"/Users/yanwen/Documents/github/sunnyagent/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"/Users/yanwen/Documents/github/sunnyagent/frontend/vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/yanwen/Documents/github/sunnyagent/infra/alembic.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 12, 46
"/Users/yanwen/Documents/github/sunnyagent/infra/migrations/env.py", "Python", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 76
"/Users/yanwen/Documents/github/sunnyagent/infra/migrations/versions/001_create_users_table.py", "Python", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 46
"/Users/yanwen/Documents/github/sunnyagent/infra/migrations/versions/002_create_conversations_table.py", "Python", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 62
"/Users/yanwen/Documents/github/sunnyagent/infra/migrations/versions/003_create_task_contexts_table.py", "Python", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 109
"/Users/yanwen/Documents/github/sunnyagent/infra/migrations/versions/004_create_projects_table.py", "Python", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 81
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/AGENTS.md", "Markdown", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/skills/blog-post/SKILL.md", "Markdown", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 60
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/skills/social-media/SKILL.md", "Markdown", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 97
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/tesla_stock_research_summary.md", "Markdown", 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 403
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/tmp/generate_ppt.py", "Python", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 42, 284
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/我的能力介绍.md", "Markdown", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 41
"/Users/yanwen/Documents/github/sunnyagent/packages/content-writer/特斯拉股票趋势分析PPT报告.md", "Markdown", 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 449
"/Users/yanwen/Documents/github/sunnyagent/pyrightconfig.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/yanwen/Documents/github/sunnyagent/requirements.txt", "pip requirements", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 1, 321
"/Users/yanwen/Documents/github/sunnyagent/scripts/003_create_files_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 4, 30
"/Users/yanwen/Documents/github/sunnyagent/scripts/migrate_sqlite_to_pg.py", "Python", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 16, 159
"/Users/yanwen/Documents/github/sunnyagent/scripts/reset_admin.py", "Python", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 57
"/Users/yanwen/Documents/github/sunnyagent/scripts/sunnyagent.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 213
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/.claude-plugin/marketplace.json", "JSON", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/README.md", "Markdown", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 95
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/THIRD_PARTY_NOTICES.md", "Markdown", 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 405
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/doc-coauthoring/SKILL.md", "Markdown", 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 376
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/SKILL.md", "Markdown", 0, 0, 0, 387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 91, 482
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/accept_changes.py", "Python", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 136
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/comment.py", "Python", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 48, 319
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/helpers/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/helpers/merge_runs.py", "Python", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57, 200
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/helpers/simplify_redlines.py", "Python", 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52, 198
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/pack.py", "Python", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 160
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-chart.xsd", "XML", 0, 0, 0, 0, 0, 0, 1499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1500
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-chartDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 147
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-diagram.xsd", "XML", 0, 0, 0, 0, 0, 0, 1085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1086
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-lockedCanvas.xsd", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-main.xsd", "XML", 0, 0, 0, 0, 0, 0, 3081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3082
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-picture.xsd", "XML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-spreadsheetDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 186
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-wordprocessingDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 288
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/pml.xsd", "XML", 0, 0, 0, 0, 0, 0, 1676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1677
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-additionalCharacteristics.xsd", "XML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-bibliography.xsd", "XML", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 145
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-commonSimpleTypes.xsd", "XML", 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 175
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-customXmlDataProperties.xsd", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-customXmlSchemaProperties.xsd", "XML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesCustom.xsd", "XML", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesExtended.xsd", "XML", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesVariantTypes.xsd", "XML", 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 196
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-math.xsd", "XML", 0, 0, 0, 0, 0, 0, 582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 583
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-relationshipReference.xsd", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/sml.xsd", "XML", 0, 0, 0, 0, 0, 0, 4439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4440
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-main.xsd", "XML", 0, 0, 0, 0, 0, 0, 570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 571
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-officeDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 510
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-presentationDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-spreadsheetDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 109
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-wordprocessingDrawing.xsd", "XML", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 97
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/wml.xsd", "XML", 0, 0, 0, 0, 0, 0, 3646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3647
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/xml.xsd", "XML", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 117
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-contentTypes.xsd", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-coreProperties.xsd", "XML", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-digSig.xsd", "XML", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-relationships.xsd", "XML", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/mce/mc.xsd", "XML", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 76
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-2010.xsd", "XML", 0, 0, 0, 0, 0, 0, 557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 561
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-2012.xsd", "XML", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-2018.xsd", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-cex-2018.xsd", "XML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-cid-2016.xsd", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-sdtdatahash-2020.xsd", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/schemas/microsoft/wml-symex-2015.xsd", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/soffice.py", "Python", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 27, 184
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/unpack.py", "Python", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26, 133
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validate.py", "Python", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 112
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validators/__init__.py", "Python", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 16
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validators/base.py", "Python", 0, 0, 0, 0, 0, 695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 150, 848
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validators/docx.py", "Python", 0, 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 84, 447
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validators/pptx.py", "Python", 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59, 276
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/office/validators/redlining.py", "Python", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46, 248
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/templates/comments.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/templates/commentsExtended.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/templates/commentsExtensible.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/templates/commentsIds.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/docx/scripts/templates/people.xml", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/SKILL.md", "Markdown", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72, 237
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/reference/evaluation.md", "Markdown", 0, 0, 0, 472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 602
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/reference/mcp_best_practices.md", "Markdown", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 250
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/reference/node_mcp_server.md", "Markdown", 0, 0, 0, 816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 970
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/reference/python_mcp_server.md", "Markdown", 0, 0, 0, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 719
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/scripts/connections.py", "Python", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 32, 152
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/scripts/evaluation.py", "Python", 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 63, 374
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/scripts/example_evaluation.xml", "XML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/mcp-builder/scripts/requirements.txt", "pip requirements", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/SKILL.md", "Markdown", 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 315
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/forms.md", "Markdown", 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 295
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/reference.md", "Markdown", 0, 0, 0, 479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 612
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/check_bounding_boxes.py", "Python", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 66
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/check_fillable_fields.py", "Python", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/convert_pdf_to_images.py", "Python", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/create_validation_image.py", "Python", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/extract_form_field_info.py", "Python", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 123
"/Users/yanwen/Documents/github/sunnyagent/skills/anthropic/skills/pdf/scripts/extract_form_structure.py", "Python", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 116
